# Sensor Lundemosen, Greve Strand, Denmark (Citizen Science project sensor.community/78298)
# https://aqicn.org/station/@370306/
# Daily pm25
date,min,max,median,q1,q3,stdev,count
2024-11-29T00:00:00.000Z,1.2,10.3,3.86,2.27,4.93,1.749,564
2024-11-30T00:00:00.000Z,3.03,7.5,5.07,4.34,5.7,0.901,511
2024-12-01T00:00:00.000Z,5.28,15.2,7.5,6.78,8.77,1.66,383
2024-12-02T00:00:00.000Z,6.32,22.33,15.65,10.79,16.98,3.869,465
2024-12-03T00:00:00.000Z,1.12,20.13,3.35,2.46,15.5,6.525,512
2024-12-04T00:00:00.000Z,1.2,7.85,1.63,1.5,1.8,0.576,496
2024-12-05T00:00:00.000Z,1.12,8.25,2.7,1.88,4.63,1.774,436
2024-12-06T00:00:00.000Z,3,25.33,6.8,5.31,14.89,4.912,576
2024-12-07T00:00:00.000Z,2.17,14.8,4.93,3.78,7.97,2.898,539
2024-12-08T00:00:00.000Z,2.9,14.18,6.78,4.75,10.28,3.061,553
2024-12-09T00:00:00.000Z,1.35,7.2,2.29,2.08,2.79,0.675,569
2024-12-10T00:00:00.000Z,1.55,14.15,2.8,2.21,4.4,1.703,492
2024-12-11T00:00:00.000Z,2.42,10.57,4.5,3.83,5.5,1.23,539
2024-12-12T00:00:00.000Z,2.22,15.6,4.47,3.79,6.18,1.696,568
2024-12-13T00:00:00.000Z,2.78,12.6,4.55,4.05,5.34,1.401,556
2024-12-14T00:00:00.000Z,1.6,54.35,7.28,2.76,11.77,4.914,521
2024-12-15T00:00:00.000Z,1.25,4.78,2.33,2.04,2.85,0.577,499
2024-12-16T00:00:00.000Z,1.12,4.22,2.29,1.85,2.8,0.606,531
2024-12-17T00:00:00.000Z,1,6.68,2,1.53,3.08,1.22,510
2024-12-18T00:00:00.000Z,2,13.75,7.44,5.71,9.53,3.11,452
2024-12-19T00:00:00.000Z,1.4,7.9,2.72,2.08,3.42,0.966,289
2024-12-20T00:00:00.000Z,2,5.2,3.33,2.97,3.72,0.593,434
2024-12-21T00:00:00.000Z,2.17,13.05,4.4,3.6,6.2,2.218,455
2024-12-22T00:00:00.000Z,1.6,5.18,3,2.67,3.38,0.554,526
2024-12-23T00:00:00.000Z,1.45,8.55,2.63,2.29,3,0.73,523
2024-12-24T00:00:00.000Z,2.29,7.25,3.8,3.25,4.73,1.109,552
2024-12-25T00:00:00.000Z,4.45,21.05,8.98,7.47,10.85,2.618,568
2024-12-26T00:00:00.000Z,1,12.32,3.33,2.29,4.43,1.42,535
2024-12-27T00:00:00.000Z,2.29,10.5,4.2,3.65,4.95,1.11,556
2024-12-28T00:00:00.000Z,2.22,13.6,5.53,3.9,6.85,2.358,549
2024-12-29T00:00:00.000Z,3.05,20.88,10.45,8.52,13.07,3.982,479
2024-12-30T00:00:00.000Z,1.92,5.57,3.42,2.96,3.87,0.647,253
2024-12-31T00:00:00.000Z,1.08,81.22,3.25,2.33,8.11,6.226,384
2025-01-01T00:00:00.000Z,1.1,13.98,3.25,2.1,7.53,3.254,546
2025-01-02T00:00:00.000Z,0.88,5.53,1.65,1.38,1.98,0.548,559
2025-01-03T00:00:00.000Z,1.02,4.82,1.7,1.5,1.98,0.437,533
2025-01-04T00:00:00.000Z,1.08,8.25,2.29,1.9,2.9,0.864,495
2025-01-05T00:00:00.000Z,1.4,11.8,4.72,3.75,5.75,1.733,511
2025-01-06T00:00:00.000Z,1.27,8.1,4.03,2.88,5.03,1.521,546
2025-01-07T00:00:00.000Z,1.1,6.05,2.67,2,3.17,0.794,576
2025-01-08T00:00:00.000Z,1.58,5.85,2.6,2.27,3.03,0.651,575
2025-01-09T00:00:00.000Z,1.8,10.65,4.78,3.56,5.93,1.798,556
2025-01-10T00:00:00.000Z,1.4,7.15,2.29,1.92,2.87,0.963,573
2025-01-11T00:00:00.000Z,1.12,7.85,1.62,1.48,1.8,0.449,526
2025-01-12T00:00:00.000Z,0.88,6.25,1.55,1.33,2.04,0.844,546
2025-01-13T00:00:00.000Z,2.75,10.35,5.47,4.5,6.25,1.328,487
2025-01-14T00:00:00.000Z,2.92,23.23,6.03,4.15,15.23,6.088,396
2025-01-15T00:00:00.000Z,2.4,21.38,4.55,3.88,6.94,2.3,569
2025-01-16T00:00:00.000Z,3.7,13.48,5.9,4.96,7.89,2.234,568
2025-01-17T00:00:00.000Z,4.72,21.17,12.65,11.05,14.22,3.117,573
2025-01-18T00:00:00.000Z,4.75,17.63,8.9,7.6,10.55,2.796,566
2025-01-19T00:00:00.000Z,3.22,12.13,6.18,5.2,7.47,1.627,557
2025-01-20T00:00:00.000Z,2.78,23.58,5.25,4.53,11.26,5.025,564
2025-01-21T00:00:00.000Z,8.3,19.67,14.43,13.18,16.25,2.066,564
2025-01-22T00:00:00.000Z,4.4,19.38,14.3,12.42,15.64,2.977,568
2025-01-23T00:00:00.000Z,1.52,22.67,7.25,3.15,15.45,6.436,569
2025-01-24T00:00:00.000Z,2.29,13.85,6.35,4.95,8.1,2.457,570
2025-01-25T00:00:00.000Z,2,11.7,3.85,3.2,6,2.028,531
2025-01-26T00:00:00.000Z,2.35,6.55,3.1,2.85,3.55,0.924,211
2025-01-27T00:00:00.000Z,1,8.23,2.63,1.73,3.35,1.318,479
2025-01-28T00:00:00.000Z,1.4,18,2.76,2.1,6.07,3.153,578
2025-01-29T00:00:00.000Z,2.2,16.14,8.82,5.97,11,3.223,574
2025-01-30T00:00:00.000Z,1.4,9.25,3.01,2.59,3.69,1.032,412
2025-01-31T00:00:00.000Z,1.3,8.93,3.21,2.5,4.03,1.108,510
2025-02-01T00:00:00.000Z,1.48,18.6,5.13,3.87,6.49,2.161,428
2025-02-02T00:00:00.000Z,4.88,15.6,9.81,7.03,12,2.701,518
2025-02-03T00:00:00.000Z,3.85,23.42,12.07,9.93,13.77,3.784,554
2025-02-04T00:00:00.000Z,14.8,38.25,23.3,21.67,25.13,2.644,547
2025-02-05T00:00:00.000Z,1.5,25.88,4.59,2.85,19.89,8.568,555
2025-02-06T00:00:00.000Z,1.6,11.55,3.74,3,4.4,1.192,542
2025-02-07T00:00:00.000Z,1.27,19.3,2.2,1.9,3,4.68,494
2025-02-08T00:00:00.000Z,5.93,17.42,10.22,8.48,11.9,2.043,506
2025-02-09T00:00:00.000Z,8.48,18.85,12.13,11.15,13.3,1.449,569
2025-02-10T00:00:00.000Z,4.75,12.7,7.69,6.53,9.1,1.617,554
2025-02-11T00:00:00.000Z,3.95,7.6,5.56,5.05,6.06,0.717,276
2025-02-12T00:00:00.000Z,5.03,12.43,8.5,7.3,9.57,1.572,486
2025-02-13T00:00:00.000Z,2.25,11.48,7.8,5.73,8.74,2.147,469
2025-02-14T00:00:00.000Z,1.1,5.57,1.8,1.6,2.1,0.687,295
2025-02-15T00:00:00.000Z,1.2,11.07,2.78,2.35,3.58,1.104,380
2025-02-16T00:00:00.000Z,1.05,6.5,1.63,1.42,1.9,0.453,327
2025-02-17T00:00:00.000Z,1.73,6.68,3,2.58,3.4,0.731,408
2025-02-18T00:00:00.000Z,1.2,11.4,3.59,2.67,5.97,2.146,460
2025-02-19T00:00:00.000Z,1.3,18.45,6.6,4.15,8.48,3.432,511
2025-02-20T00:00:00.000Z,2.7,18.85,8.02,5.96,11.62,3.446,508
2025-02-21T00:00:00.000Z,13.52,37.15,25.73,22.83,28.45,5.141,571
2025-02-22T00:00:00.000Z,14.13,35.85,20.39,18.05,27.57,5.383,572
2025-02-23T00:00:00.000Z,3.25,33.13,11.7,7.82,18.85,6.865,577
2025-02-24T00:00:00.000Z,4.3,15.3,7.02,6.38,7.88,1.435,572
2025-02-25T00:00:00.000Z,4.68,15.95,8.84,7.07,10.19,2.183,562
2025-02-26T00:00:00.000Z,4.28,26.3,12.45,9.57,14.1,2.793,573
2025-02-27T00:00:00.000Z,4.03,17.27,7.38,6.65,8.5,1.811,403
2025-02-28T00:00:00.000Z,3.88,11.32,8.88,7.88,9.49,1.231,100
2025-03-01T00:00:00.000Z,2.58,13.13,4.82,3.99,7.87,2.523,388
2025-03-02T00:00:00.000Z,1.5,10.4,2.72,2.2,4.46,2.013,573
2025-03-03T00:00:00.000Z,2.08,8.52,3.74,3,4.8,1.418,566
2025-03-04T00:00:00.000Z,2.02,13.18,3.65,2.9,7.68,3.023,571
2025-03-05T00:00:00.000Z,4.9,14.4,8.27,7.32,9.88,1.657,568
2025-03-06T00:00:00.000Z,7.4,23.83,11.23,9.02,13.43,4.089,146
2025-03-07T00:00:00.000Z,12.38,38.97,20.7,14.8,24.13,4.955,422
2025-03-08T00:00:00.000Z,6.35,34.2,25.38,22.35,28.65,6.566,571
2025-03-09T00:00:00.000Z,10.85,38.72,22.07,18.82,26.43,6.005,574
2025-03-10T00:00:00.000Z,8.2,31.7,18.75,16.35,21.1,3.678,567
2025-03-11T00:00:00.000Z,3.5,27.83,19.54,6.35,23.05,8.363,574
2025-03-12T00:00:00.000Z,2.4,15.38,7.03,5.9,9.96,3.087,577
2025-03-13T00:00:00.000Z,4.7,17.67,9.44,8.38,10.85,1.974,388
2025-03-14T00:00:00.000Z,1.5,13.88,3.28,2.52,8.19,3.281,358
2025-03-15T00:00:00.000Z,1.8,2.29,2.12,1.95,2.19,0.149,12
2025-03-18T00:00:00.000Z,3.25,6.03,4.34,4.03,4.72,0.557,67
2025-03-19T00:00:00.000Z,2.52,9.38,4.28,3.55,5.55,1.357,567
2025-03-20T00:00:00.000Z,4.25,21.55,10.82,9.39,12.99,3.142,573
2025-03-21T00:00:00.000Z,1.05,14.93,4.82,3.1,9.15,3.397,575
2025-03-22T00:00:00.000Z,3.27,10.63,6.03,5.13,7.71,1.604,577
2025-03-23T00:00:00.000Z,6.47,12.07,8.75,8.02,9.38,0.911,570
2025-03-24T00:00:00.000Z,8.27,32.88,11.51,9.93,20.76,6.913,572
2025-03-25T00:00:00.000Z,2,40.22,17.05,13.04,30.32,10.486,576
2025-03-26T00:00:00.000Z,0.7,14.38,2.9,1.95,3.58,1.235,576
2025-03-27T00:00:00.000Z,2.97,6.2,3.91,3.55,4.29,0.573,216
2025-03-28T00:00:00.000Z,9.52,22.23,13.98,12.56,16,2.714,437
2025-03-29T00:00:00.000Z,1.2,24.1,3.95,2.5,15.56,7.123,565
2025-03-30T00:00:00.000Z,1.6,8.44,3.28,2.65,4.34,1.089,493
2025-03-31T00:00:00.000Z,0.93,18.67,2.63,1.8,3.4,1.41,531
2025-04-01T00:00:00.000Z,0.98,3.5,1.83,1.48,2.13,0.444,222
2025-04-02T00:00:00.000Z,1.17,13.5,4.17,2.45,5.7,2.081,170
2025-04-03T00:00:00.000Z,0.6,10.5,2.04,1.05,4.09,1.922,566
2025-04-04T00:00:00.000Z,1.4,7.75,3.28,2.25,4.15,1.336,567
2025-04-05T00:00:00.000Z,0.7,8.88,1.4,1.2,1.67,0.622,546
2025-04-06T00:00:00.000Z,0.95,6.2,1.63,1.3,2,0.538,347
2025-04-07T00:00:00.000Z,1.14,17.8,1.84,1.58,2.22,1.494,318
2025-04-08T00:00:00.000Z,1,6.07,2.04,1.58,2.65,0.714,555
2025-04-09T00:00:00.000Z,1.55,10.95,3.24,2.4,4.7,1.436,566
2025-04-10T00:00:00.000Z,1.37,9.69,2.29,1.85,4.32,1.545,570
2025-04-11T00:00:00.000Z,1.7,13.55,3.5,2.85,5.64,1.694,552
2025-04-12T00:00:00.000Z,2.38,22.05,5.73,4.55,7.6,3.494,574
2025-04-13T00:00:00.000Z,7.6,32.79,13.85,11.73,15.95,6.034,533
2025-04-14T00:00:00.000Z,8.98,29.33,15.52,12.92,19.5,4.509,569
2025-04-15T00:00:00.000Z,5.6,24.85,11.31,7.85,13.73,4.778,550
2025-04-16T00:00:00.000Z,8.52,26.45,12.8,11.63,16.69,3.973,556
2025-04-17T00:00:00.000Z,6.1,24.15,11.13,9.25,15.8,4.096,558
2025-04-18T00:00:00.000Z,1.5,16.82,4.8,2.52,8.55,4.509,563
2025-04-19T00:00:00.000Z,2.22,11.5,5.45,4.54,7.5,2.166,485
2025-04-20T00:00:00.000Z,2.52,24.8,12.5,9.19,16.09,4.943,572
2025-04-21T00:00:00.000Z,2.7,11.93,6.79,4.07,8.05,2.177,568
2025-04-22T00:00:00.000Z,5.72,24.27,11.92,8.57,15.18,4.117,554
2025-04-23T00:00:00.000Z,1.83,17.75,4.78,3.37,9.91,3.461,561
2025-04-24T00:00:00.000Z,1.67,9.48,3.57,2.8,5.52,1.866,572
2025-04-25T00:00:00.000Z,1.55,33.83,3.22,2.6,4.22,1.768,556
2025-04-26T00:00:00.000Z,1.6,8.4,2.33,2.1,2.65,1.231,566
2025-04-27T00:00:00.000Z,1.5,5.25,2.7,2.4,3.1,0.571,567
2025-04-28T00:00:00.000Z,2.5,8.02,4.09,3.47,4.84,0.871,561
2025-04-29T00:00:00.000Z,1.14,9.13,2.4,1.8,4.7,2.073,547
2025-04-30T00:00:00.000Z,1.8,13.25,3.9,2.67,4.97,1.535,563
2025-05-01T00:00:00.000Z,2.54,9.94,6.6,5.38,7.57,1.634,574
2025-05-02T00:00:00.000Z,1.4,20.52,4.82,2.35,6.34,3.782,520
2025-05-03T00:00:00.000Z,1.4,16.89,2.13,1.85,2.47,0.926,464
2025-05-04T00:00:00.000Z,1.42,27.7,2.08,1.88,2.42,1.214,555
2025-05-05T00:00:00.000Z,1.33,6.72,1.92,1.73,2.15,0.486,565
2025-05-06T00:00:00.000Z,1,6.05,2.5,1.6,3.5,1.008,566
2025-05-07T00:00:00.000Z,1.2,5.2,1.83,1.67,2.1,0.494,566
2025-05-08T00:00:00.000Z,1.58,8.48,2.95,2.25,4.43,1.256,559
2025-05-09T00:00:00.000Z,1.73,12.18,3.85,3.03,4.57,1.189,561
2025-05-10T00:00:00.000Z,1.7,7.78,3.59,2.58,5.25,1.515,574
2025-05-11T00:00:00.000Z,1.88,5.15,2.62,2.33,3.1,0.518,574
2025-05-12T00:00:00.000Z,2,23.45,3.13,2.75,3.7,1.189,571
2025-05-13T00:00:00.000Z,1.5,8.02,3.1,2.13,5,1.68,568
2025-05-14T00:00:00.000Z,1.27,9.44,4.8,2.1,5.75,1.948,569
2025-05-15T00:00:00.000Z,1.2,5.13,2.29,1.91,2.65,0.594,576
2025-05-16T00:00:00.000Z,1.65,8.02,2.42,2.2,2.67,0.654,562
2025-05-17T00:00:00.000Z,1.5,105.38,2.33,2.1,2.67,6.642,566
2025-05-18T00:00:00.000Z,1.6,98.53,2.54,2.27,2.95,4.828,577
2025-05-19T00:00:00.000Z,1.58,83.13,2.4,2.1,2.67,4.39,559
2025-05-20T00:00:00.000Z,1.7,8.94,2.5,2.27,2.8,1.32,567
2025-05-21T00:00:00.000Z,2.13,174.35,4.38,3.61,5.3,9.464,577
2025-05-22T00:00:00.000Z,1.14,150.05,1.9,1.67,2.46,7.016,580
2025-05-23T00:00:00.000Z,0.9,9.18,1.58,1.34,1.77,0.537,580
2025-05-24T00:00:00.000Z,1.4,6.1,2.5,2.04,2.95,0.636,576
2025-05-25T00:00:00.000Z,3.8,12.3,5.95,5.21,7,1.491,573
2025-05-26T00:00:00.000Z,1.1,6.68,2.08,1.8,3,1.044,562
2025-05-27T00:00:00.000Z,1.7,6.72,3.42,2.7,4.13,1.054,578
2025-05-28T00:00:00.000Z,1.27,6.6,2.1,1.8,2.78,0.793,576
2025-05-29T00:00:00.000Z,0.9,46.42,2,1.6,2.65,2.017,566
2025-05-30T00:00:00.000Z,1.3,6.03,3.22,2.35,4,1.047,573
2025-05-31T00:00:00.000Z,0.7,5,1.7,1.3,3.17,1.055,563
2025-06-01T00:00:00.000Z,2.1,11.85,4.97,4.2,6.79,2.072,548
2025-06-02T00:00:00.000Z,1.45,6.85,3.14,2.25,4.28,1.367,574
2025-06-03T00:00:00.000Z,1.92,4.65,2.78,2.5,3.3,0.561,557
2025-06-04T00:00:00.000Z,2.13,9.5,4.55,3.3,6,1.643,574
2025-06-05T00:00:00.000Z,1.75,7.75,3.08,2.54,4.88,1.431,574
2025-06-06T00:00:00.000Z,1.3,7.1,2.02,1.73,3.3,1.276,574
2025-06-07T00:00:00.000Z,1,9.55,2.42,2.02,3.01,1.29,561
2025-06-08T00:00:00.000Z,1.5,8.63,2.6,2.15,3.16,0.888,568
2025-06-09T00:00:00.000Z,1.02,6.5,1.8,1.5,2.44,1.158,568
2025-06-10T00:00:00.000Z,1.92,18.67,12.24,7.85,14.5,4.07,558
2025-06-11T00:00:00.000Z,1.48,11.1,2.42,2.1,4.2,2.232,569
2025-06-12T00:00:00.000Z,1.1,4.15,1.8,1.45,2.29,0.515,507
2025-06-13T00:00:00.000Z,0.95,4.9,1.4,1.3,1.7,0.375,568
2025-06-14T00:00:00.000Z,1.42,16.03,2.33,2,3.3,1.094,555
2025-06-15T00:00:00.000Z,1.67,8.93,5.23,4.84,5.79,1.269,360
2025-06-16T00:00:00.000Z,2.13,5.82,3.85,3.32,4.2,0.672,429
2025-06-17T00:00:00.000Z,3.92,314.85,5.57,5.09,6.07,13.399,574
2025-06-18T00:00:00.000Z,1.5,9.6,3.4,2.29,5.09,2.171,573
2025-06-19T00:00:00.000Z,1.1,4.2,2.1,1.8,2.35,0.457,552
2025-06-20T00:00:00.000Z,1.7,6.55,2.65,2.29,3,0.607,566
2025-06-21T00:00:00.000Z,1.3,5.63,2.6,2.22,2.97,0.663,554
2025-06-22T00:00:00.000Z,1.48,6.18,3.25,2.63,4.12,1.058,560
2025-06-23T00:00:00.000Z,1.27,11.6,3.94,2.58,7.38,2.953,558
2025-06-24T00:00:00.000Z,1.5,4.93,2.35,2.04,2.67,0.428,573
2025-06-25T00:00:00.000Z,1.35,7.18,2.25,1.92,2.7,0.569,569
2025-06-26T00:00:00.000Z,1.8,5.43,3.2,2.72,3.6,0.617,575
2025-06-27T00:00:00.000Z,1.5,11.27,2.78,2.04,5.28,2.393,575
2025-06-28T00:00:00.000Z,2.45,8.18,3.7,3.25,4.7,1.216,559
2025-06-29T00:00:00.000Z,2.35,6.63,3.38,3.03,3.8,0.642,574
2025-06-30T00:00:00.000Z,1.75,6.55,3,2.66,3.3,0.547,405
2025-07-01T00:00:00.000Z,1.5,4.55,2.54,2.12,3,0.55,553
2025-07-02T00:00:00.000Z,1.9,7.47,3.4,2.97,4,0.997,569
2025-07-03T00:00:00.000Z,1.3,6.78,2,1.8,2.6,1.171,571
2025-07-04T00:00:00.000Z,1.12,6.18,2.2,1.75,2.8,0.699,564
2025-07-05T00:00:00.000Z,1.7,5.75,3.17,2.8,3.53,0.665,569
2025-07-06T00:00:00.000Z,2.1,7.03,3.85,3.37,4.45,0.899,520
2025-07-07T00:00:00.000Z,1.45,6.82,2.29,2.02,2.95,1.172,575
2025-07-08T00:00:00.000Z,1.08,6.65,1.95,1.5,2.45,0.64,571
2025-07-09T00:00:00.000Z,1.3,6.93,2.47,2.2,2.97,0.641,574
2025-07-10T00:00:00.000Z,1.4,6.38,2.38,2.02,2.95,0.655,556
2025-07-11T00:00:00.000Z,2.5,8.13,3.8,3.45,4.3,0.674,556
2025-07-12T00:00:00.000Z,1.83,9.18,4.2,3.55,4.88,1.331,570
2025-07-13T00:00:00.000Z,2.5,7.4,4.03,3.42,4.71,0.847,569
2025-07-14T00:00:00.000Z,2.52,9.27,4.07,3.4,4.57,1,559
2025-07-15T00:00:00.000Z,1.6,16.17,5.32,3.92,7.07,2.512,563
2025-07-16T00:00:00.000Z,1.33,8.15,2.63,1.9,3.94,1.292,568
2025-07-17T00:00:00.000Z,3.25,16.39,6.28,4.87,8.52,2.794,572
2025-07-18T00:00:00.000Z,1.92,12.02,5.6,3.89,7.93,2.445,572
2025-07-19T00:00:00.000Z,4.9,10.73,6.71,6.15,7.5,1.072,564
2025-07-20T00:00:00.000Z,4.72,9.93,6.45,6,7.1,0.986,568
2025-07-21T00:00:00.000Z,5.07,11.43,6.6,6.2,7.18,0.935,574
2025-07-22T00:00:00.000Z,1.2,14.02,7.95,2.38,9.84,3.654,565
2025-07-23T00:00:00.000Z,0.95,6.05,1.83,1.58,2.29,0.689,563
2025-07-24T00:00:00.000Z,1.47,10.55,3.4,2.5,4.13,1.513,581
2025-07-25T00:00:00.000Z,2.78,126.55,7.9,5.74,10.92,6.803,580
2025-07-26T00:00:00.000Z,2,11.65,6.22,4.53,7.31,2.061,581
2025-07-27T00:00:00.000Z,2.65,12.05,4.96,3.96,7.39,2.298,556
2025-07-28T00:00:00.000Z,1.52,9.25,2.7,2.29,3.37,0.836,577
2025-07-29T00:00:00.000Z,1.7,4.95,3.03,2.52,3.6,0.725,557
2025-07-30T00:00:00.000Z,1.5,5.57,2.65,2.33,3.35,0.86,570
2025-07-31T00:00:00.000Z,1.4,4,2.2,1.89,2.6,0.495,572
2025-08-01T00:00:00.000Z,1.3,10.5,2.9,2.2,3.45,1.038,576
2025-08-02T00:00:00.000Z,1.5,13.43,2.95,2.5,3.95,1.27,566
2025-08-03T00:00:00.000Z,0.73,6.85,1.9,1.5,2.69,1.099,556
2025-08-04T00:00:00.000Z,1.3,7.88,2.95,1.98,4.32,1.412,553
2025-08-05T00:00:00.000Z,1.5,7.65,2.4,2.04,3.2,1.228,549
2025-08-06T00:00:00.000Z,1.67,4.82,2.65,2.38,2.95,0.469,520
2025-08-07T00:00:00.000Z,2.4,5.97,3.58,3.22,3.88,0.504,547
2025-08-08T00:00:00.000Z,2.9,24.3,4.05,3.58,4.7,1.391,565
2025-08-09T00:00:00.000Z,1.63,12.65,3.34,2.29,3.95,1.19,570
2025-08-10T00:00:00.000Z,1.2,7.03,2.13,1.7,4,1.364,580
2025-08-11T00:00:00.000Z,1.4,4.65,2.2,2,2.45,0.4,577
2025-08-12T00:00:00.000Z,2.22,8.19,4.63,3.7,5.75,1.283,583
2025-08-13T00:00:00.000Z,2.9,7.05,4.4,3.8,4.97,0.783,555
2025-08-14T00:00:00.000Z,3.33,6.57,4.34,4,4.9,0.577,565
2025-08-15T00:00:00.000Z,3.75,11,6.53,5.49,7.57,1.322,536
2025-08-16T00:00:00.000Z,0.77,6.2,2,1.45,3.13,1.093,558
2025-08-17T00:00:00.000Z,0.7,5.75,1.3,1.08,1.6,0.479,575
2025-08-18T00:00:00.000Z,0.82,33.15,1.42,1.27,1.7,1.438,572
2025-08-19T00:00:00.000Z,1.38,9.3,2.87,2.04,5.18,1.859,564
2025-08-20T00:00:00.000Z,0.52,5.88,1.2,1,1.5,0.492,562
2025-08-21T00:00:00.000Z,0.88,7.57,1.4,1.23,1.57,0.671,384
2025-08-22T00:00:00.000Z,0.95,7.75,1.48,1.3,1.7,0.542,384
2025-08-23T00:00:00.000Z,0.52,7.47,1.17,0.95,1.4,0.539,578
2025-08-24T00:00:00.000Z,1.1,6.8,1.73,1.52,2.08,0.622,574
2025-08-25T00:00:00.000Z,1.38,6.5,2.2,1.92,2.58,0.541,552
2025-08-26T00:00:00.000Z,1,73.06,1.77,1.5,2.29,3.987,574
2025-08-27T00:00:00.000Z,1.65,8.93,2.7,2.4,3.3,0.683,576
2025-08-28T00:00:00.000Z,1.92,13.2,4.97,4.03,7.18,2.461,570
2025-08-29T00:00:00.000Z,2.08,25.15,4.25,3.05,15.82,7.18,573
2025-08-30T00:00:00.000Z,1.55,19.67,6.73,4.05,13.5,4.973,570
2025-08-31T00:00:00.000Z,1.6,38.04,4.72,3.53,6.7,3.849,569
2025-09-01T00:00:00.000Z,2.29,9.48,4.5,3.7,5.4,1.327,568
2025-09-02T00:00:00.000Z,2.47,17.14,6.8,5.25,9.19,2.789,576
2025-09-03T00:00:00.000Z,1.6,8.43,3.7,2.6,5.18,1.59,546
2025-09-04T00:00:00.000Z,1.6,9.85,2.39,2.1,3.48,1.258,564
2025-09-05T00:00:00.000Z,1.9,9.38,3.6,3.1,4.84,1.293,509
2025-09-06T00:00:00.000Z,2.27,3.1,2.6,2.4,2.7,0.226,22
2025-09-07T00:00:00.000Z,1.52,8.44,2.25,2,4.09,1.253,277
2025-09-08T00:00:00.000Z,2.63,12.23,5.28,4.5,6,1.26,299
2025-09-09T00:00:00.000Z,4.76,18.7,9.55,6.43,11.65,3.549,563
2025-09-10T00:00:00.000Z,6.55,16.2,10.48,8.81,11.65,1.852,541
2025-09-11T00:00:00.000Z,1.73,18.73,3.33,2.54,6.14,3.853,569
2025-09-12T00:00:00.000Z,1.05,4.53,1.95,1.7,2.29,0.451,557
2025-09-13T00:00:00.000Z,1.27,3.9,1.77,1.6,1.9,0.275,573
2025-09-14T00:00:00.000Z,1.1,4.2,1.85,1.6,2.2,0.488,570
2025-09-15T00:00:00.000Z,1.23,3.3,2.1,1.88,2.31,0.357,489
2025-09-16T00:00:00.000Z,1.3,4.47,2.15,1.9,2.47,0.467,562
2025-09-17T00:00:00.000Z,1.3,3.7,2,1.85,2.2,0.318,573
2025-09-18T00:00:00.000Z,0.95,6.45,2.45,2.17,2.88,0.693,576
2025-09-19T00:00:00.000Z,2.25,21.92,3.49,3.15,5.2,1.885,574
2025-09-20T00:00:00.000Z,3.17,42.67,6.67,4.68,9.19,3.025,472
2025-09-21T00:00:00.000Z,0.9,18.95,3.9,1.72,7.88,3.891,541
2025-09-22T00:00:00.000Z,1,10.93,1.7,1.46,2.2,0.892,580
2025-09-23T00:00:00.000Z,0.55,14.63,1.58,1.17,1.85,0.955,580
2025-09-24T00:00:00.000Z,0.8,9.68,1.42,1.2,1.77,0.781,573
2025-09-25T00:00:00.000Z,0.5,23.25,1.3,1.1,1.6,1.366,574
2025-09-26T00:00:00.000Z,0.8,21.88,1.33,1.2,1.5,1.433,574
2025-09-27T00:00:00.000Z,1.4,8.68,2,1.8,2.2,0.47,579
2025-09-28T00:00:00.000Z,0.9,8.69,1.9,1.63,2.16,0.552,577
2025-09-29T00:00:00.000Z,1.12,9.15,1.75,1.58,2.1,0.553,579
2025-09-30T00:00:00.000Z,1.17,5.28,1.9,1.63,2.25,0.466,538
2025-10-01T00:00:00.000Z,1.6,9.93,2.65,2.33,3.53,1.756,570
2025-10-02T00:00:00.000Z,2.33,8.35,3.65,3.1,5.43,1.346,566
2025-10-03T00:00:00.000Z,1.9,5.7,2.8,2.45,3.05,0.608,429
2025-10-04T00:00:00.000Z,1.33,7.27,2.7,2,4.51,1.382,572
2025-10-05T00:00:00.000Z,1.4,4.07,2.27,2,2.58,0.47,540
2025-10-06T00:00:00.000Z,0.9,15.13,1.8,1.38,2.1,0.994,570
2025-10-07T00:00:00.000Z,2.2,18.82,4.05,3.22,6.03,4.131,556
2025-10-08T00:00:00.000Z,1.3,14.25,3.97,2.42,5.35,1.921,566
2025-10-09T00:00:00.000Z,1.33,5.6,2.17,1.9,2.5,0.652,559
2025-10-10T00:00:00.000Z,1.95,8.43,3.55,2.88,5.25,1.38,559
2025-10-11T00:00:00.000Z,1.33,16.27,2.1,1.9,2.5,0.775,565
2025-10-12T00:00:00.000Z,0.93,9.63,1.8,1.5,2.13,0.828,566
2025-10-13T00:00:00.000Z,0.9,11.73,2.52,1.6,3.42,1.195,560
2025-10-14T00:00:00.000Z,0.9,12.73,2.78,2.08,3.26,1.169,552
2025-10-15T00:00:00.000Z,1.42,11.15,3.88,2.6,6.4,2.318,566
2025-10-16T00:00:00.000Z,1.75,7.25,2.6,2.22,3.73,1.134,484
2025-10-17T00:00:00.000Z,0.8,9.44,2.13,1.4,2.58,1.089,558
2025-10-18T00:00:00.000Z,0.52,13.55,1.3,1.08,5.25,2.648,574
2025-10-19T00:00:00.000Z,0.75,9.48,2.13,1.33,4.03,1.625,573
2025-10-20T00:00:00.000Z,1.9,5.6,3.67,2.83,4.32,0.866,423
2025-10-30T00:00:00.000Z,1.2,171.95,2.47,1.8,4.4,13.187,255
2025-10-31T00:00:00.000Z,1.8,12.43,4.22,3.05,5.03,1.611,583
